datetime,open,high,low,close,average,sma10,sma20,sma50,ema10,ema20,ema50
1986-07-08 00:00:00,0.9861,0.9998,0.9842,0.9913,0.992,0.96517,0.96157,0.89332,0.96761,0.96302,0.89526
1986-07-15 00:00:00,0.9913,1.0012,0.9827,1.0003,0.99195,0.96753,0.96242,0.89757,0.96975,0.96382,0.89943
1986-07-22 00:00:00,1.0003,1.0135,0.996,1.0064,1.00475,0.97331,0.96477,0.90182,0.97617,0.96667,0.90384
1986-07-29 00:00:00,1.0135,1.023,1.0093,1.0154,1.01615,0.98159,0.96759,0.90622,0.98474,0.96991,0.90837
1986-08-05 00:00:00,1.0159,1.0244,1.0135,1.023,1.01895,0.98801,0.97195,0.91089,0.99082,0.97419,0.91301
1986-08-12 00:00:00,1.0258,1.0292,1.0211,1.023,1.02515,0.99374,0.97742,0.91618,0.99659,0.97969,0.91832
1986-08-19 00:00:00,1.0244,1.0344,1.0178,1.031,1.0261,1.00099,0.98218,0.92167,1.00326,0.98427,0.92372
1986-08-26 00:00:00,1.0348,1.0362,1.0126,1.0178,1.0244,1.00607,0.98569,0.92653,1.00773,0.98753,0.92846
1986-09-02 00:00:00,1.0162,1.0247,0.9977,1.0214,1.0112,1.00887,0.98691,0.93047,1.00908,0.98807,0.93206
1986-09-09 00:00:00,1.0285,1.0474,1.0162,1.0185,1.0318,1.01425,0.98918,0.93453,1.01584,0.99121,0.93643
1986-09-16 00:00:00,1.0185,1.0318,1.0152,1.0266,1.0235,1.0174,0.99128,0.93847,1.01795,0.99282,0.94013
1986-09-22 22:00:00,1.0266,1.0432,1.0233,1.036,1.03325,1.02153,0.99453,0.94264,1.02259,0.99637,0.94443
1986-09-29 06:00:00,1.036,1.0498,1.0332,1.0474,1.0415,1.0252,0.99925,0.9469,1.02668,1.00127,0.94876
1986-10-06 06:00:00,1.0498,1.0503,1.0398,1.0422,1.04505,1.02809,1.00484,0.95113,1.02964,1.00676,0.95297
1986-10-13 06:00:00,1.0413,1.046,1.0133,1.0133,1.02965,1.02916,1.00858,0.95495,1.02921,1.00958,0.95641
1986-10-20 06:00:00,1.0199,1.0285,1.0024,1.0077,1.01545,1.02819,1.01096,0.95853,1.02704,1.01118,0.95965
1986-10-27 06:00:00,1.0105,1.019,1.0029,1.0185,1.01095,1.02667,1.01383,0.96189,1.02524,1.01369,0.96285
1986-11-03 06:00:00,1.0218,1.0341,1.0171,1.0299,1.0256,1.0268,1.01643,0.96517,1.02669,1.01687,0.96636
1986-11-10 06:00:00,1.0299,1.0332,1.0233,1.0266,1.02825,1.0285,1.01869,0.96842,1.02848,1.01914,0.96959
1986-11-17 06:00:00,1.0394,1.0554,1.0285,1.054,1.04195,1.02951,1.02188,0.97201,1.03064,1.02283,0.97338
1986-11-24 06:00:00,1.0498,1.054,1.0266,1.0285,1.0403,1.03119,1.02429,0.97549,1.03202,1.02505,0.97675
1986-12-01 06:00:00,1.0252,1.0332,1.0214,1.0285,1.0273,1.0306,1.02606,0.97855,1.0303,1.02612,0.97951
1986-12-08 06:00:00,1.0266,1.046,1.0247,1.046,1.03535,1.02998,1.02759,0.98152,1.03047,1.02796,0.98257
1986-12-15 06:00:00,1.0512,1.0617,1.0432,1.0617,1.05245,1.03072,1.02941,0.98477,1.0327,1.0305,0.9861
1986-12-22 06:00:00,1.0607,1.0834,1.0545,1.0807,1.06895,1.03466,1.03191,0.98852,1.03777,1.03367,0.9901
1986-12-29 06:00:00,1.0748,1.0811,1.0677,1.0775,1.0744,1.04055,1.03437,0.99223,1.04363,1.03627,0.99384
1987-01-05 06:00:00,1.0909,1.1259,1.072,1.121,1.09895,1.04935,1.03801,0.99602,1.05386,1.04092,0.99804
1987-01-12 06:00:00,1.1395,1.1411,1.1113,1.1316,1.1262,1.05941,1.0431,1.00042,1.06548,1.04706,1.00288
1987-01-19 06:00:00,1.1309,1.163,1.1219,1.125,1.14245,1.07083,1.04967,1.00489,1.07734,1.05408,1.00758
1987-01-26 06:00:00,1.1349,1.1524,1.105,1.1133,1.1287,1.07951,1.05451,1.0087,1.08398,1.05805,1.01105
1987-02-02 06:00:00,1.134,1.1474,1.1034,1.1269,1.1254,1.08801,1.0596,1.01195,1.09141,1.06274,1.01417
1987-02-09 06:00:00,1.1335,1.1399,1.1093,1.1293,1.1246,1.09775,1.06417,1.01494,1.10019,1.06705,1.01709
1987-02-16 06:00:00,1.1272,1.1382,1.1203,1.1305,1.12925,1.10713,1.06856,1.01837,1.10915,1.07145,1.02055
1987-02-23 06:00:00,1.1305,1.134,1.1222,1.1294,1.1281,1.1147,1.07271,1.02174,1.11592,1.07535,1.02383
1987-03-02 06:00:00,1.119,1.129,1.1117,1.1289,1.12035,1.11984,1.07725,1.02551,1.11988,1.0793,1.02737
1987-03-09 06:00:00,1.132,1.1414,1.1285,1.1402,1.13495,1.1259,1.08322,1.02989,1.12672,1.08569,1.03195
1987-03-16 06:00:00,1.1378,1.1539,1.1321,1.1509,1.143,1.1303,1.08983,1.03414,1.13146,1.09236,1.03627
1987-03-23 08:00:00,1.1474,1.152,1.1331,1.1373,1.14255,1.13193,1.09567,1.0379,1.1329,1.09791,1.03996
1987-03-31 00:00:00,1.1364,1.1512,1.1285,1.1512,1.13985,1.13167,1.10125,1.04097,1.13242,1.10309,1.04291
1987-04-07 00:00:00,1.1563,1.157,1.1402,1.1481,1.1486,1.13367,1.10659,1.04421,1.13503,1.10858,1.04626
1987-04-14 00:00:00,1.141,1.1677,1.1384,1.1582,1.15305,1.13643,1.11222,1.04764,1.13794,1.11416,1.04971
1987-04-21 00:00:00,1.1584,1.1703,1.1512,1.1696,1.16075,1.14004,1.1189,1.05149,1.14192,1.12089,1.05363
1987-04-28 00:00:00,1.1689,1.175,1.153,1.159,1.164,1.14352,1.12533,1.05583,1.14538,1.12717,1.05795
1987-05-05 00:00:00,1.1579,1.1698,1.155,1.1654,1.1624,1.14695,1.13083,1.06041,1.14835,1.13233,1.06241
1987-05-12 00:00:00,1.1721,1.1742,1.1622,1.1643,1.1682,1.15173,1.13579,1.06468,1.15324,1.13733,1.06671
1987-05-19 00:00:00,1.1414,1.1607,1.1284,1.1354,1.14455,1.1527,1.1393,1.06821,1.15195,1.13955,1.06971
1987-05-26 00:00:00,1.1574,1.1575,1.1322,1.1489,1.14485,1.15288,1.14159,1.07204,1.15215,1.14175,1.07346
1987-06-02 00:00:00,1.1605,1.1624,1.1358,1.1366,1.1491,1.15354,1.14273,1.07555,1.15313,1.14304,1.07699
1987-06-09 00:00:00,1.1372,1.1432,1.1265,1.1265,1.13485,1.15304,1.14236,1.07858,1.15139,1.142,1.07968
1987-06-16 00:00:00,1.1293,1.1419,1.1218,1.1312,1.13185,1.15136,1.14251,1.08166,1.14959,1.142,1.08264
1987-06-23 00:00:00,1.1342,1.1395,1.1249,1.1306,1.1322,1.14928,1.14285,1.08446,1.14772,1.14234,1.0854
1987-06-30 00:00:00,1.1262,1.1318,1.1204,1.1258,1.1261,1.14581,1.14293,1.08715,1.14402,1.14212,1.08791
1987-07-07 00:00:00,1.121,1.1374,1.1118,1.1155,1.1246,1.14187,1.1427,1.08954,1.1403,1.14184,1.09023
1987-07-14 00:00:00,1.1175,1.1226,1.1123,1.1181,1.11745,1.13738,1.14216,1.09157,1.13556,1.14098,1.09208
1987-07-21 00:00:00,1.1194,1.1204,1.105,1.1055,1.1127,1.13183,1.14178,1.09344,1.13009,1.14039,1.09382
1987-07-28 00:00:00,1.0991,1.1081,1.0925,1.0959,1.1003,1.1274,1.14005,1.09495,1.12494,1.13816,1.09505
1987-08-04 00:00:00,1.0949,1.11,1.0902,1.1084,1.1001,1.12292,1.1379,1.09643,1.12085,1.1361,1.0965
1987-08-11 00:00:00,1.125,1.1489,1.1107,1.1379,1.1298,1.12099,1.13727,1.09853,1.1218,1.13691,1.09915
1987-08-18 00:00:00,1.1316,1.1466,1.1284,1.1385,1.1375,1.12126,1.13715,1.10106,1.12274,1.13717,1.10178
1987-08-25 00:00:00,1.1449,1.1584,1.1411,1.1565,1.14975,1.12305,1.13721,1.10342,1.12547,1.1378,1.10432
1987-09-01 00:00:00,1.155,1.1582,1.1379,1.14,1.14805,1.12463,1.13696,1.10591,1.12676,1.13748,1.10674
1987-09-08 00:00:00,1.1456,1.1507,1.1379,1.1465,1.1443,1.12645,1.13613,1.10813,1.12808,1.13652,1.10884
1987-09-15 00:00:00,1.1379,1.146,1.1342,1.1352,1.1401,1.128,1.13494,1.1101,1.1291,1.13519,1.11069
1987-09-21 22:00:00,1.1278,1.1356,1.1227,1.1287,1.12915,1.12918,1.13328,1.11178,1.12917,1.13308,1.11212
1987-09-28 06:00:00,1.1324,1.1474,1.1273,1.1451,1.13735,1.13164,1.13173,1.11394,1.13216,1.132,1.1144
1987-10-05 06:00:00,1.1389,1.171,1.1379,1.1683,1.15445,1.13705,1.13223,1.11672,1.13863,1.13329,1.11746
1987-10-12 06:00:00,1.1451,1.1673,1.14,1.1659,1.15365,1.14241,1.13267,1.11957,1.14343,1.13366,1.12024
1987-10-19 06:00:00,1.1659,1.1995,1.1622,1.1912,1.18085,1.14752,1.13426,1.12268,1.15054,1.13647,1.12382
1987-10-26 06:00:00,1.2046,1.2358,1.1935,1.2345,1.21465,1.15523,1.13824,1.12641,1.16063,1.14188,1.12814
1987-11-02 06:00:00,1.2409,1.2488,1.2148,1.222,1.2318,1.16343,1.14324,1.1302,1.16965,1.14746,1.1322
1987-11-09 06:00:00,1.2139,1.2419,1.2115,1.2261,1.2267,1.1713,1.14797,1.13393,1.17633,1.15171,1.13575
1987-11-16 06:00:00,1.2312,1.2479,1.222,1.2474,1.23495,1.18036,1.15341,1.13808,1.18533,1.15729,1.13999
1987-11-23 06:00:00,1.2576,1.2625,1.2331,1.2358,1.2478,1.19113,1.15957,1.14233,1.19629,1.16377,1.1444
1987-11-30 06:00:00,1.2294,1.2671,1.2294,1.2648,1.24825,1.20304,1.16611,1.14625,1.20715,1.17002,1.14825
1987-12-07 06:00:00,1.2634,1.2754,1.2588,1.2625,1.2671,1.21602,1.17383,1.15021,1.22066,1.17827,1.15251
1987-12-14 06:00:00,1.268,1.2947,1.2558,1.2885,1.27525,1.2281,1.18258,1.15423,1.23239,1.18699,1.1566
1987-12-21 06:00:00,1.2893,1.3122,1.2842,1.3113,1.2982,1.24255,1.19248,1.15821,1.24761,1.19752,1.16096
1987-12-28 06:00:00,1.2972,1.3113,1.2368,1.2588,1.27405,1.25187,1.19969,1.16117,1.25389,1.20323,1.16339
1988-01-04 06:00:00,1.2588,1.2718,1.2241,1.2254,1.24795,1.25521,1.20522,1.16328,1.25454,1.20725,1.16494
1988-01-11 06:00:00,1.2284,1.2505,1.2178,1.2391,1.23415,1.25544,1.20944,1.16539,1.25351,1.21062,1.16674
1988-01-18 06:00:00,1.228,1.2412,1.2273,1.2278,1.23425,1.25619,1.21375,1.16757,1.2542,1.21473,1.16888
1988-01-25 06:00:00,1.2207,1.2313,1.212,1.2132,1.22165,1.25487,1.21761,1.16951,1.25185,1.2178,1.17053
1988-02-01 06:00:00,1.2148,1.2239,1.196,1.2062,1.20995,1.25108,1.22111,1.17112,1.24734,1.22057,1.17188
1988-02-08 06:00:00,1.2084,1.2149,1.2026,1.2087,1.20875,1.24713,1.22509,1.17274,1.24364,1.22431,1.17344
1988-02-15 06:00:00,1.2162,1.2263,1.2102,1.2239,1.21825,1.24224,1.22913,1.17469,1.24006,1.22862,1.17554
1988-02-22 06:00:00,1.2228,1.2263,1.2169,1.2231,1.2216,1.23688,1.23249,1.17643,1.23549,1.23197,1.17731
1988-02-29 06:00:00,1.2351,1.2474,1.2209,1.2474,1.23415,1.23047,1.23651,1.17825,1.23081,1.2364,1.17935
1988-03-07 06:00:00,1.2434,1.2499,1.2194,1.2263,1.23465,1.22654,1.2392,1.18009,1.22727,1.23898,1.18116
1988-03-14 06:00:00,1.225,1.2529,1.2219,1.2515,1.2374,1.22548,1.24034,1.18204,1.22657,1.2402,1.18313
1988-03-21 08:00:00,1.2438,1.2586,1.2396,1.2551,1.2491,1.22697,1.24121,1.18405,1.22899,1.24158,1.18532
1988-03-29 00:00:00,1.2428,1.2521,1.2284,1.2331,1.24025,1.22758,1.24188,1.1858,1.22873,1.24181,1.18686
1988-04-05 00:00:00,1.2281,1.2536,1.2219,1.2503,1.23775,1.22918,1.24202,1.18734,1.22996,1.24182,1.18833
1988-04-12 00:00:00,1.248,1.2501,1.2364,1.2386,1.24325,1.23251,1.2418,1.18892,1.23349,1.24187,1.18998
1988-04-19 00:00:00,1.2379,1.2446,1.2315,1.2367,1.23805,1.23544,1.24129,1.19043,1.23569,1.24114,1.19137
1988-04-26 00:00:00,1.235,1.2379,1.2297,1.2352,1.2338,1.237,1.23962,1.19175,1.23671,1.23935,1.19257
1988-05-03 00:00:00,1.2377,1.2401,1.2297,1.2312,1.2349,1.23833,1.2376,1.19355,1.23802,1.23748,1.19436
1988-05-10 00:00:00,1.2187,1.2359,1.2146,1.2239,1.22525,1.23744,1.23396,1.19516,1.23633,1.23355,1.19575
1988-05-17 00:00:00,1.2234,1.226,1.1996,1.2093,1.2128,1.23525,1.2309,1.19644,1.23321,1.23004,1.19675
1988-05-24 00:00:00,1.202,1.2106,1.1964,1.2093,1.2035,1.23186,1.22867,1.19781,1.22929,1.22748,1.19792
1988-05-31 00:00:00,1.2121,1.2127,1.2024,1.2056,1.20755,1.22771,1.22734,1.19932,1.22588,1.2264,1.19948
1988-06-07 00:00:00,1.1882,1.2056,1.1798,1.1805,1.1927,1.22296,1.22526,1.20053,1.22021,1.22372,1.20038
1988-06-14 00:00:00,1.1839,1.1848,1.1349,1.1381,1.15985,1.21517,1.22218,1.20121,1.21014,1.21921,1.2004
1988-06-21 00:00:00,1.136,1.1549,1.133,1.133,1.14395,1.20524,1.21888,1.20159,1.19966,1.21531,1.20046
1988-06-28 00:00:00,1.1411,1.1459,1.124,1.128,1.13495,1.19493,1.21518,1.20194,1.18947,1.21137,1.20063
1988-07-05 00:00:00,1.131,1.1315,1.0971,1.1089,1.1143,1.18298,1.20999,1.20198,1.17674,1.20543,1.20026
1988-07-12 00:00:00,1.121,1.1427,1.1096,1.1259,1.12615,1.1721,1.20521,1.20249,1.16793,1.20145,1.201
1988-07-19 00:00:00,1.1203,1.1296,1.1066,1.1154,1.1181,1.16139,1.19941,1.20285,1.15745,1.19554,1.20119
1988-07-26 00:00:00,1.1098,1.1214,1.0945,1.0984,1.10795,1.1509,1.19308,1.20242,1.14699,1.18903,1.20056
1988-08-02 00:00:00,1.0864,1.1134,1.0838,1.107,1.0986,1.14041,1.18614,1.20164,1.13661,1.18196,1.19962
1988-08-09 00:00:00,1.1016,1.1186,1.0827,1.0915,1.10065,1.12972,1.17871,1.20066,1.12708,1.17499,1.1987
1988-08-16 00:00:00,1.0872,1.1195,1.0861,1.1078,1.1028,1.12073,1.17184,1.19975,1.1191,1.16856,1.19785
1988-08-23 00:00:00,1.1108,1.1197,1.1023,1.1158,1.111,1.11584,1.16551,1.19909,1.1154,1.16291,1.19736
1988-08-30 00:00:00,1.1237,1.1259,1.1152,1.1216,1.12055,1.1135,1.15937,1.19869,1.11414,1.15752,1.19716
1988-09-06 00:00:00,1.1177,1.1233,1.0997,1.1089,1.1115,1.11116,1.15304,1.19834,1.11119,1.15107,1.19664
1988-09-13 00:00:00,1.11,1.1116,1.0955,1.1015,1.10355,1.11008,1.14653,1.19766,1.10949,1.14448,1.19582
1988-09-19 22:00:00,1.1032,1.1145,1.0997,1.1141,1.1071,1.10818,1.14014,1.19672,1.10808,1.13857,1.19496
1988-09-26 06:00:00,1.1118,1.1186,1.1091,1.1174,1.11385,1.10775,1.13457,1.19592,1.10831,1.13358,1.19432
1988-10-03 06:00:00,1.1182,1.1499,1.117,1.1456,1.13345,1.1103,1.1306,1.19497,1.11241,1.13074,1.19377
1988-10-10 06:00:00,1.1442,1.1631,1.1384,1.1536,1.15075,1.11552,1.12796,1.1937,1.11873,1.12905,1.19285
1988-10-17 06:00:00,1.1567,1.1703,1.1512,1.1687,1.16075,1.12153,1.12562,1.19227,1.12509,1.1273,1.19166
1988-10-24 06:00:00,1.1596,1.1732,1.1536,1.1576,1.1634,1.12759,1.12416,1.19101,1.13084,1.12602,1.19047
1988-10-31 06:00:00,1.1656,1.1928,1.1497,1.1911,1.17125,1.13362,1.12473,1.18973,1.13703,1.12694,1.18937
1988-11-07 06:00:00,1.1862,1.2084,1.1827,1.1918,1.19555,1.14111,1.12731,1.18869,1.14607,1.13056,1.18882
1988-11-14 06:00:00,1.1986,1.2117,1.1913,1.2068,1.2015,1.15011,1.13064,1.18776,1.15479,1.13401,1.18802
1988-11-21 06:00:00,1.1944,1.2082,1.1928,1.2064,1.2005,1.15981,1.13495,1.18642,1.16351,1.13807,1.1867
1988-11-28 06:00:00,1.2045,1.2084,1.1798,1.1957,1.1941,1.16851,1.13834,1.1848,1.17084,1.141,1.18498
1988-12-05 06:00:00,1.1928,1.1959,1.1742,1.1812,1.18505,1.17563,1.14169,1.18254,1.17648,1.14376,1.18259
1988-12-12 06:00:00,1.1771,1.1846,1.1652,1.1714,1.1749,1.17978,1.14504,1.18055,1.17933,1.14646,1.18044
1988-12-19 06:00:00,1.1705,1.1749,1.1553,1.1734,1.1651,1.18121,1.14837,1.1789,1.17975,1.14916,1.17863
1988-12-26 06:00:00,1.173,1.1825,1.1448,1.1452,1.16365,1.1815,1.15152,1.17749,1.17987,1.1521,1.17722
1989-01-02 06:00:00,1.1429,1.1506,1.1291,1.13,1.13985,1.17915,1.15337,1.1756,1.17557,1.15272,1.1749
1989-01-09 06:00:00,1.1219,1.1356,1.1116,1.1356,1.1236,1.17438,1.154,1.17364,1.16976,1.15255,1.17266
1989-01-16 06:00:00,1.1385,1.1442,1.1176,1.1193,1.1309,1.16792,1.15451,1.17206,1.16455,1.15339,1.17125
1989-01-23 06:00:00,1.1219,1.1233,1.1064,1.1109,1.11485,1.15925,1.15468,1.17018,1.15521,1.15279,1.1691
1989-01-30 06:00:00,1.1139,1.1352,1.1039,1.1146,1.11955,1.15116,1.15548,1.16821,1.14828,1.15377,1.16725
1989-02-06 06:00:00,1.1196,1.1387,1.1133,1.1338,1.126,1.14434,1.15643,1.16629,1.14267,1.15498,1.16551
1989-02-13 06:00:00,1.1297,1.1444,1.1228,1.1418,1.1336,1.1392,1.15742,1.16428,1.13869,1.15628,1.16368
1989-02-20 06:00:00,1.1378,1.1463,1.1223,1.1263,1.1343,1.13514,1.15746,1.16228,1.13506,1.15636,1.16173
1989-02-27 06:00:00,1.1216,1.1296,1.1146,1.117,1.1221,1.13084,1.15603,1.15997,1.13004,1.15441,1.15922
1989-03-06 06:00:00,1.1139,1.1204,1.1072,1.1141,1.1138,1.12585,1.15368,1.15726,1.12476,1.15178,1.15641
1989-03-13 06:00:00,1.1116,1.1171,1.1039,1.1059,1.1105,1.12292,1.15103,1.15467,1.12179,1.14911,1.1538
1989-03-20 08:00:00,1.0983,1.1156,1.0937,1.1106,1.10465,1.12102,1.1477,1.15201,1.11953,1.14565,1.15108
1989-03-28 00:00:00,1.1128,1.116,1.1031,1.1053,1.10955,1.11889,1.1434,1.14933,1.11804,1.14179,1.14855
1989-04-04 00:00:00,1.1028,1.1209,1.1024,1.1175,1.11165,1.11857,1.13891,1.1468,1.11794,1.13761,1.14611
1989-04-11 00:00:00,1.1219,1.1268,1.1152,1.1168,1.121,1.11872,1.13494,1.14455,1.11892,1.13427,1.14409
1989-04-18 00:00:00,1.1133,1.1192,1.0993,1.1001,1.10925,1.11704,1.13069,1.14203,1.11634,1.12967,1.14139
1989-04-25 00:00:00,1.0993,1.1052,1.088,1.0905,1.0966,1.11334,1.12627,1.13946,1.11182,1.12486,1.13862
1989-05-02 00:00:00,1.0901,1.0983,1.0686,1.0738,1.08345,1.10826,1.1217,1.13687,1.106,1.11988,1.13583
1989-05-09 00:00:00,1.0746,1.0774,1.0324,1.0342,1.0549,1.10153,1.11619,1.1339,1.0973,1.11327,1.13236
1989-05-16 00:00:00,1.0332,1.0634,1.0279,1.0357,1.04565,1.09472,1.11029,1.13067,1.09026,1.10721,1.129
1989-05-23 00:00:00,1.0433,1.07,1.0279,1.046,1.04895,1.08856,1.10574,1.12779,1.08497,1.10304,1.12625
1989-05-30 00:00:00,1.0508,1.0573,1.0199,1.0272,1.0386,1.08196,1.10149,1.12536,1.07802,1.0985,1.12367
1989-06-06 00:00:00,1.0284,1.0497,1.0114,1.047,1.03055,1.07406,1.09647,1.1231,1.0701,1.09333,1.12129
1989-06-13 00:00:00,1.0415,1.0704,1.0379,1.055,1.05415,1.06831,1.09344,1.12148,1.06702,1.09157,1.12017
1989-06-20 00:00:00,1.0588,1.0731,1.0491,1.0715,1.0611,1.06232,1.09052,1.12042,1.06221,1.08912,1.11926
1989-06-27 00:00:00,1.0766,1.1148,1.0719,1.11,1.09335,1.06073,1.08888,1.11976,1.0637,1.0891,1.11924
1989-07-04 00:00:00,1.0984,1.1052,1.0789,1.0876,1.09205,1.06028,1.08681,1.11924,1.06316,1.08706,1.1187
1989-07-11 00:00:00,1.0918,1.0974,1.0759,1.0931,1.08665,1.0606,1.08442,1.11881,1.06296,1.08453,1.11818
1989-07-18 00:00:00,1.1013,1.1156,1.0914,1.1133,1.1035,1.06546,1.08349,1.11891,1.06892,1.08445,1.11861
1989-07-25 00:00:00,1.1183,1.1219,1.0789,1.0813,1.1004,1.07093,1.08283,1.11891,1.07361,1.08366,1.11854
1989-08-01 00:00:00,1.0956,1.099,1.0607,1.0634,1.07985,1.07402,1.08129,1.11845,1.07455,1.08123,1.1177
1989-08-08 00:00:00,1.0669,1.0711,1.0515,1.0603,1.0613,1.07629,1.07912,1.11745,1.07493,1.07827,1.11635
1989-08-15 00:00:00,1.0708,1.0713,1.0542,1.0574,1.06275,1.07951,1.07679,1.1163,1.07798,1.07611,1.11525
1989-08-22 00:00:00,1.0711,1.0747,1.0464,1.0484,1.06055,1.08015,1.07423,1.11528,1.07837,1.07358,1.11421
1989-08-29 00:00:00,1.0436,1.0522,1.0372,1.0449,1.0447,1.07851,1.07042,1.1141,1.07544,1.06919,1.11274
1989-09-05 00:00:00,1.0449,1.0659,1.0359,1.0639,1.0509,1.07427,1.0675,1.11298,1.07214,1.06671,1.11176
1989-09-12 00:00:00,1.0616,1.0917,1.0573,1.0904,1.0745,1.07251,1.06639,1.11219,1.07269,1.06678,1.11145
1989-09-18 22:00:00,1.0928,1.1067,1.0829,1.0977,1.0948,1.07333,1.06696,1.11142,1.07528,1.06828,1.11109
1989-09-25 06:00:00,1.0928,1.1042,1.0824,1.0898,1.0933,1.0723,1.06888,1.11027,1.07421,1.07004,1.10994
1989-10-02 06:00:00,1.0777,1.1145,1.0682,1.0985,1.09135,1.0714,1.07116,1.10888,1.07321,1.07212,1.10854
1989-10-09 06:00:00,1.1,1.1166,1.0978,1.1114,1.1072,1.07414,1.07408,1.10776,1.07714,1.07565,1.10775
1989-10-16 06:00:00,1.1186,1.1221,1.1018,1.1198,1.11195,1.0792,1.07774,1.10657,1.08218,1.07937,1.10668
1989-10-23 06:00:00,1.1181,1.1193,1.1053,1.1098,1.1123,1.08415,1.08183,1.10491,1.08672,1.08328,1.10506
1989-10-30 06:00:00,1.1096,1.1176,1.1009,1.102,1.10925,1.08902,1.08459,1.10306,1.09087,1.08576,1.10318
1989-11-06 06:00:00,1.1056,1.121,1.1016,1.1119,1.1113,1.09569,1.0871,1.10128,1.0971,1.08825,1.10147
1989-11-13 06:00:00,1.1143,1.1334,1.1083,1.1321,1.12085,1.10268,1.08847,1.09981,1.10433,1.09002,1.10022
1989-11-20 06:00:00,1.1375,1.1481,1.1313,1.1389,1.1397,1.1092,1.09086,1.0989,1.11197,1.09318,1.0997
1989-11-27 06:00:00,1.1395,1.154,1.1363,1.1507,1.14515,1.11424,1.09378,1.09831,1.11705,1.09623,1.09922
1989-12-04 06:00:00,1.1572,1.1894,1.1483,1.1804,1.16885,1.12179,1.09705,1.09838,1.12607,1.10047,1.09977
1989-12-11 06:00:00,1.1774,1.1905,1.1622,1.1887,1.17635,1.13029,1.10085,1.09864,1.13448,1.10444,1.10016
1989-12-18 06:00:00,1.1887,1.2039,1.185,1.1918,1.19445,1.13901,1.10658,1.09973,1.14406,1.11076,1.10159
1989-12-25 06:00:00,1.1839,1.2104,1.169,1.1985,1.1897,1.14679,1.11299,1.10105,1.15069,1.11665,1.10279
1990-01-01 06:00:00,1.2162,1.2185,1.1929,1.2058,1.2057,1.15613,1.12014,1.10255,1.16063,1.12422,1.10457
1990-01-08 06:00:00,1.201,1.21,1.1844,1.1897,1.1972,1.16492,1.12697,1.1042,1.16786,1.13032,1.10602
1990-01-15 06:00:00,1.1818,1.2132,1.1791,1.208,1.19615,1.17341,1.13455,1.10573,1.17547,1.13749,1.1075
1990-01-22 06:00:00,1.2146,1.2209,1.2056,1.2127,1.21325,1.18265,1.14266,1.10747,1.18543,1.14603,1.10954
1990-01-29 06:00:00,1.2288,1.2325,1.2128,1.2218,1.22265,1.19094,1.15007,1.10925,1.19383,1.15353,1.11148
1990-02-05 06:00:00,1.2178,1.2228,1.2014,1.2188,1.2121,1.19764,1.15594,1.11081,1.19895,1.15861,1.11279
1990-02-12 06:00:00,1.2174,1.2285,1.2136,1.2189,1.22105,1.20286,1.16232,1.11279,1.20451,1.16512,1.11491
1990-02-19 06:00:00,1.2127,1.2148,1.1873,1.2025,1.20105,1.20533,1.16781,1.11453,1.20494,1.16939,1.11623
1990-02-26 06:00:00,1.1991,1.2071,1.1879,1.1894,1.1975,1.20564,1.17233,1.11627,1.2049,1.17352,1.11787
1990-03-05 06:00:00,1.1907,1.2119,1.1841,1.2071,1.198,1.20647,1.17663,1.11814,1.2057,1.17764,1.11971
1990-03-12 06:00:00,1.1942,1.2096,1.1874,1.1964,1.1985,1.20574,1.18094,1.11992,1.20509,1.18177,1.12146
1990-03-19 08:00:00,1.194,1.213,1.1908,1.2018,1.2019,1.20621,1.18557,1.12173,1.20582,1.18635,1.1233
1990-03-27 00:00:00,1.205,1.2113,1.2009,1.2086,1.2061,1.20721,1.19031,1.12343,1.20711,1.19106,1.12505
1990-04-03 00:00:00,1.221,1.2243,1.2079,1.2171,1.2161,1.20749,1.19507,1.12556,1.20828,1.19608,1.12734
1990-04-10 00:00:00,1.2175,1.2235,1.2041,1.2047,1.2138,1.20661,1.19878,1.12791,1.20726,1.1995,1.1296
1990-04-17 00:00:00,1.2056,1.2225,1.2026,1.2188,1.21255,1.20666,1.20215,1.13049,1.20719,1.20264,1.1321
1990-04-24 00:00:00,1.2184,1.2397,1.2134,1.2365,1.22655,1.20721,1.20503,1.13392,1.20897,1.20606,1.13574
1990-05-01 00:00:00,1.2354,1.254,1.2336,1.2448,1.2438,1.21148,1.2084,1.13789,1.21442,1.21009,1.13996
1990-05-08 00:00:00,1.2418,1.2521,1.2318,1.2329,1.24195,1.21592,1.21078,1.14175,1.21829,1.21226,1.14371
1990-05-15 00:00:00,1.2283,1.2359,1.2179,1.2241,1.2269,1.21881,1.21264,1.14551,1.21955,1.21332,1.14711
1990-05-22 00:00:00,1.227,1.2315,1.2061,1.2167,1.2188,1.22085,1.2133,1.14928,1.22066,1.21356,1.15064
1990-05-29 00:00:00,1.2188,1.2225,1.2094,1.2138,1.21595,1.22225,1.21423,1.15251,1.22168,1.21431,1.15376
1990-06-05 00:00:00,1.2195,1.2325,1.211,1.2305,1.22175,1.22381,1.21551,1.15573,1.22362,1.21581,1.15702
1990-06-12 00:00:00,1.2344,1.2355,1.2252,1.2302,1.23035,1.22524,1.21637,1.15847,1.2257,1.21703,1.15988
